resultId,year,round,driverId,positionText,milliseconds,laps,fastestLapTime,fastestLap,statusId
21696,2012,20,155,9,6353906,71,1:18.973,35,1
21697,2012,20,8,10,0,70,1:19.444,34,11
21698,2012,20,808,11,0,70,1:20.528,39,11
21699,2012,20,819,12,0,70,1:20.310,36,11
21700,2012,20,817,13,0,70,1:19.308,36,11
21701,2012,20,5,14,0,70,1:19.256,39,11
21702,2012,20,3,15,0,70,1:20.266,38,11
21703,2012,20,10,16,0,70,1:19.686,34,11
21704,2012,20,37,17,0,69,1:21.085,37,12
21705,2012,20,39,18,0,69,1:21.544,40,12
21706,2012,20,814,19,0,68,1:19.314,39,3
21707,2012,20,1,R,0,54,1:18.069,38,4
21708,2012,20,154,R,0,5,1:22.184,2,3
21709,2012,20,813,R,0,1,0,0,4
21710,2012,20,811,R,0,0,0,0,4
21711,2012,20,815,R,0,0,0,0,4
21712,2013,1,8,1,5403225,58,1:29.274,56,1
21713,2013,1,4,2,5415676,58,1:29.560,53,1
21714,2013,1,20,3,5425571,58,1:30.409,42,1
21715,2013,1,13,4,5436802,58,1:30.239,38,1
21716,2013,1,1,5,5448786,58,1:29.759,45,1
21717,2013,1,17,6,5450025,58,1:29.732,45,1
21718,2013,1,16,7,5468293,58,1:30.710,49,1
21719,2013,1,814,8,5471674,58,1:30.894,56,1
21720,2013,1,18,9,5484855,58,1:30.198,41,1
21721,2013,1,154,10,5485984,58,1:30.395,41,1
21722,2013,1,815,11,5486592,58,1:29.926,46,1
21723,2013,1,818,12,5487082,58,1:29.498,50,1
21724,2013,1,821,13,0,57,1:31.415,32,11
21725,2013,1,822,14,0,57,1:30.652,42,11
21726,2013,1,824,15,0,57,1:30.454,52,11
21727,2013,1,819,16,0,56,1:32.261,55,12
21728,2013,1,820,17,0,56,1:32.210,49,12
21729,2013,1,823,18,0,56,1:32.636,39,12
21730,2013,1,817,R,0,39,1:30.881,33,9
21731,2013,1,3,R,0,26,1:32.259,18,10
21732,2013,1,813,R,0,24,1:32.915,12,20
21733,2013,1,807,W,0,0,0,0,69
21734,2013,2,20,1,5936681,56,1:40.446,45,1
21735,2013,2,17,2,5940979,56,1:40.685,45,1
21736,2013,2,1,3,5948862,56,1:41.001,32,1
21737,2013,2,3,4,5949321,56,1:40.755,44,1
21738,2013,2,13,5,5962329,56,1:39.805,50,1
21739,2013,2,154,6,5972245,56,1:41.226,37,1
21740,2013,2,8,7,5985160,56,1:41.769,37,1
21741,2013,2,807,8,5989725,56,1:40.727,46,1
21742,2013,2,815,9,6009038,56,1:39.199,56,1
21743,2013,2,818,10,6023805,56,1:40.492,45,1
21744,2013,2,822,11,6025291,56,1:41.373,54,1
21745,2013,2,821,12,0,55,1:40.929,54,11
21746,2013,2,824,13,0,55,1:42.423,47,11
21747,2013,2,819,14,0,55,1:42.942,51,11
21748,2013,2,823,15,0,55,1:43.157,44,11
21749,2013,2,820,16,0,54,1:43.150,44,12
21750,2013,2,18,17,0,53,1:40.556,43,54
21751,2013,2,817,18,0,51,1:42.581,35,31
21752,2013,2,813,R,0,45,1:43.465,34,31
21753,2013,2,16,R,0,27,1:42.791,24,61
21754,2013,2,814,R,0,22,1:43.094,19,61
21755,2013,2,4,R,0,1,0,0,4
21756,2013,3,4,1,5786945,56,1:39.506,46,1
21757,2013,3,8,2,5797113,56,1:39.955,51,1
21758,2013,3,1,3,5799267,56,1:39.981,50,1
21759,2013,3,20,4,5799470,56,1:36.808,53,1
21760,2013,3,18,5,5822230,56,1:38.058,56,1
21761,2013,3,13,6,5827772,56,1:40.284,55,1
21762,2013,3,817,7,5829636,56,1:40.240,55,1
21763,2013,3,814,8,5838029,56,1:40.101,55,1
21764,2013,3,154,9,5840368,56,1:40.563,55,1
21765,2013,3,807,10,5843543,56,1:40.630,31,1
21766,2013,3,815,11,5850805,56,1:41.281,55,1
21767,2013,3,818,12,5859549,56,1:40.138,56,1
21768,2013,3,822,13,5880806,56,1:38.200,53,1
21769,2013,3,813,14,5882398,56,1:40.968,54,1
21770,2013,3,824,15,0,55,1:41.537,35,11
21771,2013,3,819,16,0,55,1:41.997,48,11
21772,2013,3,820,17,0,55,1:41.978,39,11
21773,2013,3,823,18,0,55,1:42.357,42,11
21774,2013,3,3,R,0,21,1:43.378,7,22
21775,2013,3,17,R,0,15,1:43.416,12,36
21776,2013,3,16,R,0,5,1:44.257,3,4
21777,2013,3,821,R,0,4,1:44.775,2,4
21778,2013,4,20,1,5760498,57,1:36.961,55,1
21779,2013,4,8,2,5769609,57,1:38.164,57,1
21780,2013,4,154,3,5780005,57,1:37.627,52,1
21781,2013,4,814,4,5782225,57,1:38.336,57,1
21782,2013,4,1,5,5795728,57,1:38.204,48,1
21783,2013,4,815,6,5796496,57,1:37.913,41,1
21784,2013,4,17,7,5797742,57,1:38.557,52,1
21785,2013,4,4,8,5798072,57,1:37.204,41,1
21786,2013,4,3,9,5801624,57,1:37.588,48,1
21787,2013,4,18,10,5807129,57,1:37.743,49,1
21788,2013,4,813,11,5826948,57,1:38.962,57,1
21789,2013,4,807,12,5833431,57,1:38.770,43,1
21790,2013,4,16,13,5837217,57,1:37.070,44,1
21791,2013,4,822,14,5842009,57,1:38.192,57,1
21792,2013,4,13,15,5846862,57,1:38.839,42,1
21793,2013,4,817,16,0,56,1:39.579,51,11
21794,2013,4,819,17,0,56,1:39.546,37,11
21795,2013,4,821,18,0,56,1:38.202,45,11
21796,2013,4,824,19,0,56,1:38.756,50,11
21797,2013,4,820,20,0,56,1:39.279,50,11
21798,2013,4,823,21,0,55,1:39.334,49,12
21799,2013,4,818,R,0,16,1:43.107,4,29
21800,2013,5,4,1,5956596,66,1:26.681,53,1
21801,2013,5,8,2,5965934,66,1:26.757,47,1
21802,2013,5,13,3,5982645,66,1:26.394,56,1
21803,2013,5,20,4,5994869,66,1:27.036,55,1
21804,2013,5,17,5,6004559,66,1:27.017,55,1
21805,2013,5,3,6,6024616,66,1:27.591,56,1
21806,2013,5,814,7,6025584,66,1:26.776,55,1
21807,2013,5,18,8,6036102,66,1:27.957,55,1
21808,2013,5,815,9,6038334,66,1:27.251,55,1
21809,2013,5,817,10,0,65,1:28.083,55,11
21810,2013,5,821,11,0,65,1:26.217,56,11
21811,2013,5,1,12,0,65,1:27.895,53,11
21812,2013,5,16,13,0,65,1:26.564,38,11
21813,2013,5,813,14,0,65,1:27.849,56,11
21814,2013,5,807,15,0,65,1:26.586,58,11
21815,2013,5,822,16,0,65,1:29.747,27,11
21816,2013,5,819,17,0,65,1:29.362,43,11
21817,2013,5,824,18,0,64,1:28.884,55,12
21818,2013,5,820,19,0,64,1:28.011,49,12
21819,2013,5,818,20,0,52,1:28.231,41,3
21820,2013,5,823,21,0,21,1:30.597,11,36
21821,2013,5,154,22,0,8,1:31.136,5,22
21822,2013,6,3,1,8272056,78,1:18.327,74,1
21823,2013,6,20,2,8275944,78,1:16.577,77,1
21824,2013,6,17,3,8278370,78,1:18.262,77,1
21825,2013,6,1,4,8285950,78,1:18.133,76,1
21826,2013,6,16,5,8293533,78,1:18.292,74,1
21827,2013,6,18,6,8295159,78,1:18.720,76,1
21828,2013,6,4,7,8298790,78,1:19.340,77,1
21829,2013,6,818,8,8299279,78,1:19.151,77,1
21830,2013,6,814,9,8299664,78,1:19.215,77,1
21831,2013,6,8,10,8308638,78,1:17.392,78,1
21832,2013,6,807,11,8314628,78,1:19.853,29,1
21833,2013,6,822,12,8314747,78,1:20.921,68,1
21834,2013,6,821,13,8315268,78,1:18.685,71,1
21835,2013,6,820,14,8321941,78,1:19.016,78,1
21836,2013,6,823,15,8334646,78,1:20.494,50,1
21837,2013,6,815,16,0,72,1:19.530,27,22
21838,2013,6,154,R,0,63,1:20.969,57,4
21839,2013,6,817,R,0,61,1:19.426,26,4
21840,2013,6,824,R,0,58,1:20.617,49,23
21841,2013,6,813,R,0,44,1:20.881,8,4
21842,2013,6,13,R,0,28,1:20.064,28,3
21843,2013,6,819,R,0,7,1:22.772,4,6
21844,2013,7,20,1,5529143,70,1:16.561,55,1
21845,2013,7,4,2,5543551,70,1:16.203,69,1
21846,2013,7,1,3,5545085,70,1:16.354,69,1
21847,2013,7,17,4,5554874,70,1:16.182,69,1
21848,2013,7,3,5,5598868,70,1:16.534,70,1
21849,2013,7,818,6,0,69,1:17.909,61,11
21850,2013,7,814,7,0,69,1:17.841,63,11
21851,2013,7,13,8,0,69,1:16.939,69,11
21852,2013,7,8,9,0,69,1:17.766,61,11
21853,2013,7,16,10,0,69,1:17.694,68,11
21854,2013,7,815,11,0,69,1:17.369,69,11
21855,2013,7,18,12,0,69,1:17.458,68,11
21856,2013,7,154,13,0,69,1:17.607,62,11
21857,2013,7,822,14,0,69,1:18.004,63,11
21858,2013,7,817,15,0,68,1:18.257,68,12
21859,2013,7,813,16,0,68,1:18.105,68,12
21860,2013,7,824,17,0,68,1:18.873,68,12
21861,2013,7,819,18,0,67,1:19.380,60,13
21862,2013,7,820,19,0,67,1:19.566,67,13
21863,2013,7,821,20,0,63,1:19.478,52,3
21864,2013,7,807,R,0,45,1:19.056,40,4
21865,2013,7,823,R,0,43,1:21.811,42,4
21866,2013,8,3,1,5579456,52,1:33.531,50,1
21867,2013,8,17,2,5580221,52,1:33.401,52,1
21868,2013,8,4,3,5586580,52,1:34.090,50,1
21869,2013,8,1,4,5587212,52,1:34.159,51,1
21870,2013,8,8,5,5590713,52,1:35.384,49,1
21871,2013,8,13,6,5594029,52,1:35.273,51,1
21872,2013,8,16,7,5595791,52,1:35.961,35,1
21873,2013,8,817,8,5595999,52,1:35.927,37,1
21874,2013,8,814,9,5597399,52,1:35.330,52,1
21875,2013,8,807,10,5599165,52,1:36.013,48,1
21876,2013,8,813,11,5600591,52,1:35.907,52,1
21877,2013,8,822,12,5604550,52,1:36.312,52,1
21878,2013,8,18,13,5605425,52,1:36.356,39,1
21879,2013,8,821,14,5605741,52,1:36.439,32,1
21880,2013,8,819,15,5611069,52,1:37.091,52,1
21881,2013,8,824,16,5615553,52,1:37.978,51,1
21882,2013,8,820,17,5647116,52,1:39.156,50,1
21883,2013,8,823,18,5647215,52,1:38.722,50,1
21884,2013,8,154,19,0,51,1:35.614,48,31
21885,2013,8,815,20,0,46,1:36.131,37,36
21886,2013,8,20,R,0,41,1:35.018,37,6
21887,2013,8,818,R,0,35,1:38.370,30,27
21888,2013,9,20,1,6074711,60,1:34.164,59,1
21889,2013,9,8,2,6075719,60,1:33.767,57,1
21890,2013,9,154,3,6080541,60,1:34.576,57,1
21891,2013,9,4,4,6082432,60,1:33.468,51,1
21892,2013,9,1,5,6101638,60,1:34.156,57,1
21893,2013,9,18,6,6102707,60,1:34.201,49,1
21894,2013,9,17,7,6112273,60,1:34.782,55,1
21895,2013,9,815,8,6113017,60,1:36.134,50,1
21896,2013,9,3,9,6121532,60,1:34.181,55,1
21897,2013,9,807,10,6124603,60,1:34.244,58,1
21898,2013,9,814,11,6128482,60,1:36.566,43,1
21899,2013,9,817,12,6131686,60,1:35.982,58,1
21900,2013,9,16,13,6132449,60,1:35.816,60,1
21901,2013,9,821,14,6134871,60,1:35.792,56,1
21902,2013,9,813,15,6136640,60,1:34.293,56,1
21903,2013,9,822,16,0,59,1:33.972,56,11
21904,2013,9,819,17,0,59,1:37.584,51,11
21905,2013,9,823,18,0,59,1:38.509,40,11
21906,2013,9,820,19,0,59,1:38.383,47,11
21907,2013,9,818,R,0,22,1:39.281,12,9
21908,2013,9,824,R,0,21,1:39.844,20,5
21909,2013,9,13,R,0,3,1:38.890,3,20
21910,2013,10,1,1,6149445,70,1:24.647,69,1
21911,2013,10,8,2,6160383,70,1:25.260,61,1
21912,2013,10,20,3,6161904,70,1:24.553,57,1
21913,2013,10,17,4,6167489,70,1:24.069,61,1
21914,2013,10,4,5,6180856,70,1:25.394,56,1
21915,2013,10,154,6,6201740,70,1:25.328,54,1
21916,2013,10,18,7,6203264,70,1:26.195,56,1
21917,2013,10,13,8,6205892,70,1:25.176,59,1
21918,2013,10,815,9,0,69,1:26.143,59,11
21919,2013,10,813,10,0,69,1:25.597,69,11
21920,2013,10,807,11,0,69,1:26.740,58,11
21921,2013,10,818,12,0,69,1:26.491,53,11
21922,2013,10,817,13,0,69,1:26.863,58,11
21923,2013,10,823,14,0,68,1:27.473,47,12
21924,2013,10,819,15,0,68,1:27.725,54,12
21925,2013,10,824,16,0,67,1:28.250,57,13
21926,2013,10,820,17,0,67,1:28.160,65,13
21927,2013,10,814,18,0,66,1:26.608,55,9
21928,2013,10,3,19,0,64,1:25.089,62,5
21929,2013,10,822,R,0,42,1:27.127,41,9
21930,2013,10,821,R,0,28,1:29.135,16,7
21931,2013,10,16,R,0,19,1:28.548,12,9
21932,2013,11,20,1,5022196,44,1:50.756,40,1
21933,2013,11,4,2,5039065,44,1:51.383,36,1
21934,2013,11,1,3,5049930,44,1:51.596,39,1
21935,2013,11,3,4,5052068,44,1:51.582,39,1
21936,2013,11,17,5,5056041,44,1:51.397,31,1
21937,2013,11,18,6,5062990,44,1:50.823,36,1
21938,2013,11,13,7,5076118,44,1:52.182,40,1
21939,2013,11,154,8,5078042,44,1:52.497,34,1
21940,2013,11,16,9,5091743,44,1:52.226,35,1
21941,2013,11,817,10,5095666,44,1:50.967,38,1
21942,2013,11,815,11,5104132,44,1:53.472,34,1
21943,2013,11,818,12,5108936,44,1:53.065,29,1
21944,2013,11,807,13,5110454,44,1:53.110,41,1
21945,2013,11,821,14,5122632,44,1:51.849,30,1
21946,2013,11,822,15,5129652,44,1:52.688,31,1
21947,2013,11,823,16,0,43,1:53.995,43,11
21948,2013,11,813,17,0,43,1:52.579,35,11
21949,2013,11,824,18,0,43,1:54.894,37,11
21950,2013,11,820,19,0,42,1:54.924,31,12
21951,2013,11,814,R,0,26,1:54.757,21,4
21952,2013,11,8,R,0,25,1:53.688,20,23
21953,2013,11,819,R,0,8,1:57.330,7,44
21954,2013,12,20,1,4713352,53,1:27.190,52,1
21955,2013,12,4,2,4718819,53,1:26.797,52,1
21956,2013,12,17,3,4719702,53,1:26.690,53,1
21957,2013,12,13,4,4722713,53,1:27.095,48,1
21958,2013,12,807,5,4723707,53,1:26.716,48,1
21959,2013,12,3,6,4724351,53,1:26.500,50,1
21960,2013,12,817,7,4745681,53,1:27.294,52,1
21961,2013,12,154,8,4746482,53,1:27.043,52,1
21962,2013,12,1,9,4746879,53,1:25.849,51,1
21963,2013,12,18,10,4751679,53,1:27.830,46,1
21964,2013,12,8,11,4752047,53,1:26.948,45,1
21965,2013,12,815,12,4753117,53,1:27.607,44,1
21966,2013,12,821,13,4754232,53,1:27.092,53,1
21967,2013,12,813,14,4762437,53,1:26.981,51,1
21968,2013,12,822,15,4770179,53,1:27.166,53,1
21969,2013,12,16,16,0,52,1:27.418,38,11
21970,2013,12,819,17,0,52,1:28.620,52,11
21971,2013,12,823,18,0,52,1:28.663,52,11
21972,2013,12,824,19,0,52,1:29.595,47,11
21973,2013,12,820,20,0,52,1:29.491,48,11
21974,2013,12,818,R,0,14,1:29.710,14,7
21975,2013,12,814,R,0,0,0,0,3
21976,2013,13,20,1,7153132,61,1:48.574,46,1
21977,2013,13,4,2,7185759,61,1:51.082,44,1
21978,2013,13,8,3,7197052,61,1:51.140,55,1
21979,2013,13,3,4,7204287,61,1:50.353,51,1
21980,2013,13,1,5,7206291,61,1:49.916,59,1
21981,2013,13,13,6,7217009,61,1:50.509,45,1
21982,2013,13,18,7,7236486,61,1:51.740,46,1
21983,2013,13,815,8,7236952,61,1:51.926,46,1
21984,2013,13,807,9,7237393,61,1:52.186,47,1
21985,2013,13,16,10,7237800,61,1:49.656,43,1
21986,2013,13,813,11,7241611,61,1:50.708,46,1
21987,2013,13,821,12,7251026,61,1:52.007,37,1
21988,2013,13,822,13,7258293,61,1:51.706,53,1
21989,2013,13,818,14,7266644,61,1:50.328,45,1
21990,2013,13,17,15,0,60,1:49.783,51,34
21991,2013,13,823,16,0,60,1:52.472,44,11
21992,2013,13,820,17,0,60,1:53.041,50,11
21993,2013,13,824,18,0,60,1:52.898,45,11
21994,2013,13,819,19,0,60,1:50.990,58,11
21995,2013,13,814,20,0,54,1:50.739,45,3
21996,2013,13,154,R,0,37,1:51.097,35,63
21997,2013,13,817,R,0,23,1:53.052,23,3
21998,2013,14,20,1,6193701,55,1:41.380,53,1
21999,2013,14,8,2,6197925,55,1:41.975,51,1
22000,2013,14,154,3,6198628,55,1:41.936,46,1
22001,2013,14,807,4,6217815,55,1:42.608,53,1
22002,2013,14,1,5,6218956,55,1:42.539,53,1
22003,2013,14,4,6,6219890,55,1:42.709,54,1
22004,2013,14,3,7,6220399,55,1:42.471,54,1
22005,2013,14,18,8,6225963,55,1:43.073,45,1
22006,2013,14,13,9,6228091,55,1:42.954,47,1
22007,2013,14,815,10,6228856,55,1:42.973,47,1
22008,2013,14,821,11,6229691,55,1:42.744,55,1
22009,2013,14,822,12,6240750,55,1:43.869,44,1
22010,2013,14,813,13,6243714,55,1:44.136,43,1
22011,2013,14,819,14,6257279,55,1:44.477,54,1
22012,2013,14,823,15,6258202,55,1:44.375,55,1
22013,2013,14,824,16,6261671,55,1:44.991,54,1
22014,2013,14,820,17,6266599,55,1:45.408,48,1
22015,2013,14,818,18,0,53,1:44.090,52,12
22016,2013,14,817,19,0,52,1:42.947,52,13
22017,2013,14,16,20,0,50,1:44.095,43,4
22018,2013,14,17,R,0,36,1:43.863,27,4
22019,2013,14,814,R,0,24,1:46.411,10,20
22020,2013,15,20,1,5209301,53,1:35.317,39,1
22021,2013,15,17,2,5216430,53,1:34.587,44,1
22022,2013,15,154,3,5219211,53,1:35.991,48,1
22023,2013,15,4,4,5254906,53,1:35.877,39,1
22024,2013,15,8,5,5256626,53,1:35.516,35,1
22025,2013,15,807,6,5260916,53,1:36.482,33,1
22026,2013,15,821,7,5280931,53,1:36.499,50,1
22027,2013,15,3,8,5281324,53,1:34.650,46,1
22028,2013,15,18,9,5290122,53,1:35.549,53,1
22029,2013,15,13,10,5298564,53,1:37.001,30,1
22030,2013,15,814,11,5307873,53,1:37.407,41,1
22031,2013,15,818,12,0,52,1:35.895,52,11
22032,2013,15,817,13,0,52,1:35.020,52,11
22033,2013,15,16,14,0,52,1:37.367,29,11
22034,2013,15,815,15,0,52,1:35.845,46,11
22035,2013,15,813,16,0,52,1:37.423,30,11
22036,2013,15,822,17,0,52,1:37.856,43,11
22037,2013,15,819,18,0,52,1:37.489,51,11
22038,2013,15,820,19,0,52,1:38.713,45,11
22039,2013,15,1,R,0,7,1:41.202,3,29
22040,2013,15,823,R,0,0,0,0,3
22041,2013,15,824,R,0,0,0,0,3
22042,2013,16,20,1,5472187,60,1:28.116,54,1
22043,2013,16,3,2,5502010,60,1:28.816,49,1
22044,2013,16,154,3,5512079,60,1:28.796,57,1
22045,2013,16,13,4,5513879,60,1:28.886,54,1
22046,2013,16,815,5,5516016,60,1:28.503,59,1
22047,2013,16,1,6,5524662,60,1:29.052,53,1
22048,2013,16,8,7,5540175,60,1:27.679,60,1
22049,2013,16,814,8,5545055,60,1:29.300,58,1
22050,2013,16,16,9,5546921,60,1:28.419,60,1
22051,2013,16,817,10,5548424,60,1:28.831,60,1
22052,2013,16,4,11,5550484,60,1:28.709,58,1
22053,2013,16,813,12,5551138,60,1:29.012,56,1
22054,2013,16,818,13,0,59,1:29.280,53,11
22055,2013,16,18,14,0,59,1:28.814,57,11
22056,2013,16,821,15,0,59,1:28.682,49,11
22057,2013,16,822,16,0,59,1:28.928,52,11
22058,2013,16,820,17,0,58,1:30.335,56,12
22059,2013,16,824,18,0,58,1:30.171,57,12
22060,2013,16,807,19,0,54,1:28.947,52,26
22061,2013,16,17,R,0,39,1:29.500,30,91
22062,2013,16,819,R,0,35,1:32.907,32,9
22063,2013,16,823,R,0,1,0,0,4
22064,2013,17,20,1,5886106,55,1:43.893,51,1
22065,2013,17,17,2,5916935,55,1:44.364,49,1
22066,2013,17,3,3,5919756,55,1:44.458,51,1
22067,2013,17,154,4,5920908,55,1:44.301,54,1
22068,2013,17,4,5,5953287,55,1:43.434,55,1
22069,2013,17,814,6,5964280,55,1:45.786,55,1
22070,2013,17,1,7,5965373,55,1:45.463,47,1
22071,2013,17,13,8,5968992,55,1:45.447,52,1
22072,2013,17,815,9,5977304,55,1:45.435,51,1
22073,2013,17,16,10,5979363,55,1:45.609,48,1
22074,2013,17,813,11,5982095,55,1:45.530,55,1
22075,2013,17,18,12,5989873,55,1:46.336,43,1
22076,2013,17,821,13,5990401,55,1:45.974,43,1
22077,2013,17,807,14,0,54,1:45.570,52,11
22078,2013,17,822,15,0,54,1:44.351,54,11
22079,2013,17,817,16,0,54,1:46.042,46,11
22080,2013,17,818,17,0,54,1:44.517,53,11
22081,2013,17,823,18,0,54,1:46.592,48,11
22082,2013,17,819,19,0,54,1:46.432,50,11
22083,2013,17,824,20,0,53,1:47.619,52,12
22084,2013,17,820,21,0,53,1:47.707,52,12
22085,2013,17,8,R,0,0,0,0,3
22086,2013,18,20,1,5957148,56,1:39.856,54,1
22087,2013,18,154,2,5963432,56,1:40.445,52,1
22088,2013,18,17,3,5965544,56,1:40.591,52,1
22089,2013,18,1,4,5984506,56,1:40.818,50,1
22090,2013,18,4,5,5986740,56,1:41.186,52,1
22091,2013,18,807,6,5987548,56,1:40.952,54,1
22092,2013,18,815,7,6003840,56,1:41.830,47,1
22093,2013,18,822,8,6011657,56,1:40.492,54,1
22094,2013,18,3,9,6016289,56,1:41.133,51,1
22095,2013,18,18,10,6034426,56,1:41.285,50,1
22096,2013,18,817,11,6038152,56,1:42.119,45,1
22097,2013,18,818,12,6041722,56,1:41.320,52,1
22098,2013,18,13,13,6044062,56,1:41.209,53,1
22099,2013,18,821,14,6048855,56,1:41.401,51,1
22100,2013,18,5,15,6052211,56,1:41.028,52,1
22101,2013,18,814,16,6054001,56,1:41.148,54,1
22102,2013,18,813,17,0,55,1:43.058,42,11
22103,2013,18,824,18,0,55,1:43.419,45,11
22104,2013,18,823,19,0,55,1:43.933,45,11
22105,2013,18,819,20,0,55,1:43.968,48,11
22106,2013,18,820,21,0,54,1:43.775,48,12
22107,2013,18,16,R,0,0,0,0,3
22108,2013,19,20,1,5556300,71,1:15.624,51,1
22109,2013,19,17,2,5566752,71,1:15.436,51,1
22110,2013,19,4,3,5575213,71,1:15.496,50,1
22111,2013,19,18,4,5593660,71,1:16.450,52,1
22112,2013,19,3,5,5595348,71,1:16.442,60,1
22113,2013,19,815,6,5600351,71,1:16.246,50,1
22114,2013,19,13,7,5605410,71,1:16.470,49,1
22115,2013,19,807,8,5620552,71,1:16.802,49,1
22116,2013,19,1,9,5629203,71,1:16.692,51,1
22117,2013,19,817,10,0,70,1:16.974,45,11
22118,2013,19,814,11,0,70,1:16.855,58,11
22119,2013,19,821,12,0,70,1:16.528,59,11
22120,2013,19,16,13,0,70,1:16.049,57,11
22121,2013,19,5,14,0,70,1:17.249,70,11
22122,2013,19,818,15,0,70,1:16.790,49,11
22123,2013,19,813,16,0,70,1:17.554,45,11
22124,2013,19,824,17,0,69,1:17.717,67,12
22125,2013,19,823,18,0,69,1:17.590,51,12
22126,2013,19,820,19,0,69,1:17.281,68,12
22127,2013,19,819,R,0,58,1:18.434,27,26
22128,2013,19,822,R,0,45,1:16.840,43,3
22129,2013,19,154,R,0,2,1:20.898,2,5
22130,2014,1,3,1,5578710,57,1:32.478,19,1
22131,2014,1,825,2,5605487,57,1:33.066,49,1
22132,2014,1,18,3,5608737,57,1:32.917,39,1
22133,2014,1,4,4,5613994,57,1:33.186,57,1
22134,2014,1,822,5,5626349,57,1:32.616,56,1
22135,2014,1,807,6,5629428,57,1:32.568,56,1
22136,2014,1,8,7,5636385,57,1:33.210,56,1
22137,2014,1,818,8,5639151,57,1:33.691,56,1
22138,2014,1,826,9,5642295,57,1:33.864,35,1
22139,2014,1,815,10,5664626,57,1:32.634,38,1
22140,2014,1,16,11,0,56,1:33.366,34,11
22141,2014,1,821,12,0,56,1:34.564,41,11
22142,2014,1,820,13,0,55,1:34.202,33,12
22143,2014,1,824,N,0,49,1:35.635,55,18
22144,2014,1,154,R,0,43,1:35.281,41,132
22145,2014,1,813,R,0,29,1:34.766,30,132
22146,2014,1,828,R,0,27,1:37.332,17,51
22147,2014,1,20,R,0,3,1:37.064,26,5
22148,2014,1,1,R,0,2,1:49.947,2,5
22149,2014,1,13,R,0,0,1:40.287,2,4
22150,2014,1,155,R,0,0,0,0,4
22151,2014,1,817,D,5603235,57,0,0,2
22152,2014,2,1,1,6025974,56,1:43.066,53,1
22153,2014,2,3,2,6043287,56,1:43.960,55,1
22154,2014,2,20,3,6050508,56,1:44.289,51,1
22155,2014,2,4,4,6061966,56,1:44.165,47,1
22156,2014,2,807,5,6073173,56,1:45.982,38,1
22157,2014,2,18,6,6109665,56,1:46.039,47,1
22158,2014,2,13,7,6111050,56,1:44.897,44,1
22159,2014,2,822,8,6111511,56,1:45.475,31,1
22160,2014,2,825,9,0,55,1:45.373,44,11
22161,2014,2,826,10,0,55,1:46.695,36,11
22162,2014,2,154,11,0,55,1:46.224,42,11
22163,2014,2,8,12,0,55,1:45.129,36,11
22164,2014,2,155,13,0,55,1:47.753,53,11
22165,2014,2,828,14,0,54,1:47.500,40,12
22166,2014,2,820,15,0,54,1:48.249,49,12
22167,2014,2,817,R,0,49,1:44.675,48,39
22168,2014,2,821,R,0,35,1:47.782,27,6
22169,2014,2,16,R,0,32,1:48.040,27,10
22170,2014,2,818,R,0,18,1:48.527,4,131
22171,2014,2,824,R,0,8,1:51.473,4,23
22172,2014,2,813,R,0,7,1:50.929,6,5
22173,2014,2,815,W,0,0,0,0,54
22174,2014,3,1,1,5982743,57,1:37.108,49,1
22175,2014,3,3,2,5983828,57,1:37.020,49,1
22176,2014,3,815,3,6006810,57,1:39.320,36,1
22177,2014,3,817,4,6007232,57,1:39.269,38,1
22178,2014,3,807,5,6011397,57,1:38.785,37,1
22179,2014,3,20,6,6012622,57,1:39.312,18,1
22180,2014,3,13,7,6014008,57,1:39.272,40,1
22181,2014,3,822,8,6014619,57,1:39.762,50,1
22182,2014,3,4,9,6015338,57,1:39.732,53,1
22183,2014,3,8,10,6016205,57,1:39.438,35,1
22184,2014,3,826,11,6024085,57,1:40.160,12,1
22185,2014,3,154,12,6025886,57,1:39.443,39,1
22186,2014,3,820,13,6042652,57,1:41.825,48,1
22187,2014,3,813,14,6045546,57,1:39.666,52,1
22188,2014,3,155,15,6070643,57,1:41.246,17,1
22189,2014,3,824,16,0,56,1:42.175,44,11
22190,2014,3,18,17,0,55,1:39.565,37,8
22191,2014,3,825,R,0,40,1:40.108,40,8
22192,2014,3,821,R,0,39,1:40.698,32,4
22193,2014,3,828,R,0,33,1:41.134,28,31
22194,2014,3,818,R,0,18,1:41.650,16,31
22195,2014,3,16,R,0,17,1:41.791,9,4
22196,2014,4,1,1,5608338,54,1:41.196,42,1
22197,2014,4,3,2,5626400,54,1:40.402,39,1
22198,2014,4,4,3,5631942,54,1:42.081,48,1
22199,2014,4,817,4,5635474,54,1:41.473,39,1
22200,2014,4,20,5,5656116,54,1:42.169,37,1
22201,2014,4,807,6,5662633,54,1:42.624,33,1
22202,2014,4,822,7,5664035,54,1:42.660,52,1
22203,2014,4,8,8,5684673,54,1:42.300,34,1
22204,2014,4,815,9,5690985,54,1:42.228,32,1
22205,2014,4,826,10,0,53,1:43.337,33,11
22206,2014,4,18,11,0,53,1:43.375,30,11
22207,2014,4,818,12,0,53,1:42.896,34,11
22208,2014,4,825,13,0,53,1:42.701,33,11
22209,2014,4,813,14,0,53,1:43.067,34,11
22210,2014,4,13,15,0,53,1:42.379,34,11
22211,2014,4,821,16,0,53,1:42.257,42,11
